evento_id,estudiante_id,trabajo_num,entregado,timestamp
27c6dc9f-78e6-4f67-a701-6f1773a82a98,1,1,true,2024-02-11T18:36:01.415028
418f77cd-3d5e-4c07-ab42-68409824ba92,1,2,false,2024-02-28T01:27:42.738791
81b6a64d-b2d3-44f4-91a7-7f33d2501a1c,1,3,true,2024-03-17T07:01:34.149696
1cabc419-4707-4c39-abb4-4249a889c694,1,4,false,2024-04-01T22:25:10.791349
b3434a3a-3ed9-4cce-91e6-9a79391379f7,2,1,false,2024-02-12T19:53:04.226428
0f257425-ca11-47a6-ac1d-f4426db39a86,2,2,false,2024-03-01T23:43:00.942088
c8ec1115-edac-4c11-810f-085a0535a942,2,3,true,2024-03-14T18:41:18.097391
1e17afe5-876d-4a31-8858-f7ddd42c9157,2,4,false,2024-03-31T20:48:17.733324
b28209f7-cf3c-44e7-8c0f-59115b8c4e73,3,1,false,2024-02-11T21:55:52.969953
d2cc556d-bfdd-4836-8c67-b0d1584bcf78,3,2,false,2024-03-01T14:30:37.227862
01f75b91-f013-4e8f-b33e-a93be17630e6,3,3,false,2024-03-18T01:53:52.637241
953c1e1c-f057-49aa-9c83-723e4549b4e5,3,4,false,2024-04-02T01:21:58.843553
4f2573b6-47ca-447e-8df2-48ff99a6547e,4,1,true,2024-02-14T21:36:52.864719
8ca15fa1-e5d3-462d-9fdb-088e05ef9c1c,4,2,false,2024-02-28T17:15:43.933665
9cc08d9d-c3cd-4da5-83a2-c18669f8da46,4,3,false,2024-03-17T10:40:15.035690
74cb0d3e-c046-4c0a-b26f-5f25c8b2ac9c,4,4,false,2024-04-01T01:21:01.649312
f53e4b3d-e91f-4660-b417-e968ef18ab22,5,1,false,2024-02-12T18:26:17.561875
1b790e8a-fdc3-4e52-b6ae-b574c1c80c46,5,2,false,2024-02-29T07:35:39.465577
7e4f52da-9ecf-4ae8-8baa-0fb0b0767051,5,3,false,2024-03-15T20:21:30.136612
805e28d6-8365-40b0-b51f-0168fad1fec7,5,4,false,2024-04-02T10:19:42.614503
c6cd797e-cb6f-4b95-86c1-08d017ac91eb,6,1,true,2024-02-15T08:48:24.695479
0600bc30-f1eb-416f-b2aa-6a5faac1e14a,6,2,false,2024-02-27T04:52:32.804161
50c97670-bd19-4dc3-8190-78f28f5fe3bc,6,3,false,2024-03-17T19:30:43.910359
be110ad7-99d1-478a-9498-d0f0e2a8d1ac,6,4,false,2024-04-01T05:41:11.674487
fe73d6d8-a483-4e2d-8bd4-cb3ffa2ec61e,7,1,false,2024-02-12T12:19:49.289596
94733f4d-9d7e-4ece-9a12-6c7d6a7cb016,7,2,true,2024-02-29T18:12:36.779638
419d4c74-e772-428f-814f-35cd473fc7f4,7,3,false,2024-03-16T09:48:36.035764
