evento_id,estudiante_id,trabajo_num,entregado,timestamp
421a3afd-4764-490d-b0cd-d75b0a73d1e5,1,1,false,2024-02-14T01:50:46.364593
9bd6305f-4608-4d90-ad9d-edbf8ec3cda4,1,2,false,2024-02-29T18:00:38.166189
4da917ac-6440-4cee-9d4b-a81d70818149,1,3,false,2024-03-15T05:01:11.648634
dc95a7d3-5674-41b6-91a9-9b9e30cd032a,1,4,false,2024-03-30T14:59:33.081426
bd36be6d-4451-4239-a02c-ba5f401f5b68,2,1,true,2024-02-12T05:36:58.046436
f83b5410-2d1e-47e3-bebd-3b4aa84722b6,2,2,true,2024-02-28T04:54:54.910805
c395166a-4c67-44a9-81e9-bb19e1ce5671,2,3,false,2024-03-18T04:19:58.800179
0081fb29-ff8a-447e-9b81-76b8784a9b2c,2,4,false,2024-03-30T00:51:31.628348
b93b9e2e-82fa-48c2-8345-5daf8cae9d37,3,1,true,2024-02-14T04:08:11.482263
b234a53c-b999-4dfc-8864-fe277ea47918,3,2,false,2024-02-28T20:46:34.462812
cfe75da4-43c2-40cc-98c4-5bfa04f2a7bd,3,3,false,2024-03-17T01:02:05.799854
9c846963-ed2d-4c8b-9c84-009c25802432,3,4,false,2024-04-01T15:42:30.160669
7f1ddfb2-403e-4449-8af4-d203c7dbad01,4,1,false,2024-02-13T03:31:49.609348
756ce25f-e4bc-4de8-bb2f-63e174b665f0,4,2,false,2024-02-29T04:07:55.902140
2e4831ff-40e6-4da2-ad56-14807235ee79,4,3,true,2024-03-15T18:02:04.126820
74c1ee06-653d-4257-9b3a-50a3281175b0,4,4,false,2024-04-02T17:02:14.433621
79390162-526b-462b-9c5e-2aeec2e765e6,5,1,false,2024-02-15T09:21:52.204341
d8dccc9a-b2ac-489a-a9a5-86b1a1b56d15,5,2,false,2024-02-28T07:44:07.454598
aabdae56-4ea8-4012-81b8-fbe028f66135,5,3,true,2024-03-17T00:17:38.388765
3a30c19c-ad68-4cf7-bcd0-10fb81c2f290,5,4,false,2024-03-30T12:14:29.371047
6ae09f7d-c930-4915-83c3-35014b8e585d,6,1,true,2024-02-13T12:25:46.547781
39c9966e-ba0d-40d1-bfd4-a777e91276e0,6,2,false,2024-02-27T11:13:16.894239
af8aecc9-c206-4a2c-9efc-b6108bfb9f9e,6,3,true,2024-03-16T00:35:26.048341
962d005c-c8d5-4b22-99a0-cfce92865dec,6,4,false,2024-03-31T14:25:59.256321
2c49734e-9058-4735-86e7-e00c88c7f3a7,7,1,false,2024-02-13T07:42:43.049828
00b8fbbb-5fba-4936-8a4d-179aa491bc68,7,2,true,2024-02-29T02:37:09.784707
cab2b94a-da58-4a94-9bdb-38a646e5d09a,7,3,false,2024-03-14T05:03:52.345739
34e9ff21-5d11-405f-808c-6b72988a96a6,7,4,false,2024-03-31T09:29:53.434938
74c052ec-d137-4e7f-835a-f269e466d724,8,1,true,2024-02-11T18:24:15.079782
523d22fa-f1df-477a-9051-da1401fb45e7,8,2,true,2024-02-27T23:32:41.474298
a0ba0ad6-0fff-47ec-9682-ac69c01b1bda,8,3,false,2024-03-14T12:27:21.834363
65463996-ae8a-4a35-8c55-3bf2b6865771,8,4,false,2024-04-01T20:02:01.115334
d6371514-4a4a-40d7-be40-31ed10e3126c,9,1,false,2024-02-12T04:33:41.861602
94880ff0-78e4-44f7-b613-94f82469ed5d,9,2,true,2024-03-01T03:00:23.514089
faa4bdaa-b994-47e1-bc77-c70640db7e70,9,3,false,2024-03-16T09:47:25.380840
01a4af56-083a-4c9f-bc1d-1963ce1f2487,9,4,false,2024-03-30T07:38:12.560025
cdd4d760-fdcd-47aa-aa9f-1c0f39bd1b03,10,1,false,2024-02-14T12:25:51.126810
3b639441-bb68-4aed-a7de-455184d0fb20,10,2,true,2024-02-27T19:08:39.109166
3bc42554-1b10-4096-9437-1ddc67fa1828,10,3,true,2024-03-17T11:52:58.790867
ee257187-597b-437e-8db0-1a284ce62d0f,10,4,false,2024-03-31T12:21:51.155036
89cc3d56-572d-4b9a-a0fd-f5d6702c7e87,11,1,false,2024-02-14T02:55:15.224986
35d11448-2a15-4964-8086-5a7cf3440903,11,2,false,2024-02-29T23:31:59.666143
04ca808b-e869-41b2-934e-e1b98d7f1306,11,3,true,2024-03-15T16:11:55.535312
fee55449-7272-4087-87d9-fcde5c3b1ad4,11,4,false,2024-04-01T19:09:29.703019
