evento_id,estudiante_id,sesion_num,tipo_asistencia,timestamp,literal
594d18c2-fa6c-4be7-ac3d-94ec158349d2,1,1,SIN ASISTENCIA,2024-02-04T00:02:46.654261,
0dc1e3e7-72a4-492e-a6c1-18b92de31e07,1,2,SIN ASISTENCIA,2024-02-14T22:37:19.618096,
e3146cbf-2b3d-448b-bb10-996164ff987b,1,3,SIN ASISTENCIA,2024-02-20T08:48:02.601682,
5653b6e4-6782-44a8-bb62-f49284309c31,1,4,SIN ASISTENCIA,2024-02-28T11:01:43.837222,
86a9dcd4-302a-4add-b87e-1d34ef289351,1,5,SIN ASISTENCIA,2024-03-07T20:31:00.791980,
08139155-42a8-4edc-bf54-8ea1ee631238,1,6,SIN ASISTENCIA,2024-03-15T09:02:30.535675,
02d8a8ef-c0d7-4ebe-a2cc-e7782a3d268a,1,7,EN VIVO,2024-03-24T14:06:59.813976,
5ceda24b-dbb7-4a62-b869-2d41923bb71a,1,8,SIN ASISTENCIA,2024-04-02T09:08:50.397108,
22853450-d049-49ad-8213-77dff60aa990,2,1,EN VIVO,2024-02-05T05:28:34.830862,
d5c5cc23-d93e-4780-9d63-a59712122c19,2,2,EN VIVO,2024-02-12T09:36:28.022745,
700c7517-a426-4cf1-9382-43cf72eff068,2,3,SIN ASISTENCIA,2024-02-19T21:04:09.413673,
1df9b20a-c30a-44a8-8c5b-f40065490cd8,2,4,EN VIVO,2024-03-02T00:37:51.177288,
265e66bd-76e9-4060-9771-84a5d89fe9f5,2,5,SIN ASISTENCIA,2024-03-08T04:06:01.371116,
438db06e-fec2-452f-95d9-062c06e13130,2,6,SIN ASISTENCIA,2024-03-17T04:53:18.451713,
9e8014c1-5f47-4473-8b1b-b8f285483e4f,2,7,EN VIVO,2024-03-22T07:25:58.533578,
48247a0d-9f9f-440e-8f0c-42fbdfd8f851,2,8,SIN ASISTENCIA,2024-04-01T00:06:25.649161,
8da5e644-0d75-420d-ba18-a53a774dadb8,3,1,GRABACIÓN,2024-02-05T23:38:31.543813,
a7162dc8-7d8a-49f4-bacc-ec1d1229ae27,3,2,SIN ASISTENCIA,2024-02-14T02:35:36.275423,
167fd9c0-4156-47be-86d1-7be7addeaec6,3,3,SIN ASISTENCIA,2024-02-23T02:19:11.230522,
85cff52f-8496-4a11-a34f-f66739408342,3,4,SIN ASISTENCIA,2024-02-28T12:02:53.413581,
d74fbbf2-2f20-42c1-bed5-fc053bb49444,3,5,SIN ASISTENCIA,2024-03-07T18:23:03.483758,
2c1c3bb9-1816-4c1a-8532-834bf67f265d,3,6,SIN ASISTENCIA,2024-03-14T09:18:49.445334,
39c86e23-a940-4485-849e-d889f70b8c33,3,7,EN VIVO,2024-03-25T17:53:23.447036,
6298e277-81e8-4ab0-b7b7-35d35972c052,3,8,SIN ASISTENCIA,2024-03-31T23:41:22.442244,
deae46d3-3792-4fa8-bf31-8f7c45025964,4,1,EN VIVO,2024-02-05T07:04:33.293416,
dfff8a83-5d0e-44b0-9961-b56926f7ffd9,4,2,EN VIVO,2024-02-14T14:44:09.534928,
c971cac9-32f8-43fd-ab9c-9e93c1efba3e,4,3,SIN ASISTENCIA,2024-02-20T04:41:29.698779,
035bf3c7-8477-4210-b4f7-972f95a79e5b,4,4,GRABACIÓN,2024-02-28T21:06:01.154030,
